date,channel,campaign,spend,impressions,clicks,installs
2023-01-03,google_ads,summer_sale,20.372903622669554,900,31,6
2023-01-03,google_ads,holiday_special,20.75564384114294,690,24,5
2023-01-03,google_ads,brand_awareness,25.074967517622216,797,27,3
2023-01-03,google_ads,retargeting,21.639215892757612,1164,40,9
2023-01-03,facebook,new_user_promo,12.177194059138431,1064,29,4
2023-01-03,facebook,summer_sale,15.159251001281,797,22,3
2023-01-03,facebook,holiday_special,14.778634162658584,927,25,4
2023-01-03,facebook,brand_awareness,15.016187744279772,1054,29,2
2023-01-03,facebook,retargeting,16.79055492598154,1431,40,7
2023-01-03,instagram,new_user_promo,13.008367278627237,1755,43,5
2023-01-03,instagram,summer_sale,13.74583423784078,1608,40,5
2023-01-03,instagram,holiday_special,12.762238688416767,806,20,2
2023-01-03,instagram,brand_awareness,10.860723334089036,904,22,1
2023-01-03,instagram,retargeting,12.174922193530309,1710,42,6
2023-01-03,twitter,new_user_promo,6.111300970406962,1310,26,2
2023-01-03,twitter,summer_sale,6.4645255330857765,1075,21,2
2023-01-03,twitter,holiday_special,6.567868499074729,889,17,1
2023-01-03,twitter,brand_awareness,6.666359262529407,1041,20,1
2023-01-03,twitter,retargeting,7.821283685987926,2513,50,6
2023-01-03,affiliate,new_user_promo,4.931597119151581,247,9,1
2023-01-03,affiliate,summer_sale,4.046802604704724,199,7,1
2023-01-03,affiliate,holiday_special,4.947231155582802,207,8,2
2023-01-03,affiliate,brand_awareness,4.225470342151939,215,8,1
2023-01-03,affiliate,retargeting,5.07359374122897,332,13,3
2023-01-04,google_ads,new_user_promo,21.62432738292144,951,33,5
2023-01-04,google_ads,summer_sale,19.661317710642635,729,25,4
2023-01-04,google_ads,holiday_special,21.714152888876672,856,29,6
2023-01-04,google_ads,brand_awareness,25.031907872825926,765,26,3
2023-01-04,google_ads,retargeting,18.58272960864099,858,30,7
2023-01-04,facebook,new_user_promo,13.599794743493078,1039,29,4
2023-01-04,facebook,summer_sale,16.814322105353625,1357,37,5
2023-01-04,facebook,holiday_special,16.520155811190076,1022,28,4
2023-01-04,facebook,brand_awareness,16.307213939717727,798,22,2
2023-01-04,facebook,retargeting,14.69873023616006,1690,47,9
2023-01-04,instagram,new_user_promo,10.982503153328137,1450,36,4
2023-01-04,instagram,summer_sale,11.961849994130946,1031,25,3
2023-01-04,instagram,holiday_special,12.388339593712901,921,23,3
2023-01-04,instagram,brand_awareness,12.070468034044602,776,19,1
2023-01-04,instagram,retargeting,11.7357561462337,919,22,3
2023-01-04,twitter,new_user_promo,7.685414191260169,1959,39,3
2023-01-04,twitter,summer_sale,6.458313371265388,1073,21,2
2023-01-04,twitter,holiday_special,7.071248834723221,1053,21,2
2023-01-04,twitter,brand_awareness,7.575163651746346,1148,22,1
2023-01-04,twitter,retargeting,6.620401255972442,2295,45,5
2023-01-04,affiliate,new_user_promo,4.606611968318369,246,9,1
2023-01-04,affiliate,summer_sale,4.925152051964154,303,12,2
2023-01-04,affiliate,holiday_special,4.905424227259749,216,8,2
2023-01-04,affiliate,brand_awareness,4.39572901706466,184,7,1
2023-01-04,affiliate,retargeting,4.849985573826017,436,17,4
2023-01-05,google_ads,new_user_promo,21.85067470539227,925,32,5
2023-01-05,google_ads,summer_sale,23.38068344450675,768,26,5
2023-01-05,google_ads,holiday_special,18.189574210063125,745,26,5
2023-01-05,google_ads,brand_awareness,22.18240316644019,674,23,2
2023-01-05,google_ads,retargeting,22.182429365631936,632,22,5
2023-01-05,facebook,new_user_promo,15.928739125702034,1155,32,4
2023-01-05,facebook,summer_sale,16.5060300545788,1074,30,4
2023-01-05,facebook,holiday_special,14.593429905336468,865,24,4
2023-01-05,facebook,brand_awareness,13.903962005491332,862,24,2
2023-01-05,facebook,retargeting,14.337123421079434,1381,38,7
2023-01-05,instagram,new_user_promo,14.845067861195465,2589,64,7
2023-01-05,instagram,summer_sale,12.882067078807635,1575,39,5
2023-01-05,instagram,holiday_special,11.485890353568903,825,20,2
2023-01-05,instagram,brand_awareness,12.132282762745218,1091,27,2
2023-01-05,instagram,retargeting,11.192510597056478,1217,30,4
2023-01-05,twitter,new_user_promo,6.704611532127879,1402,28,2
2023-01-05,twitter,summer_sale,7.265838262286595,1421,28,2
2023-01-05,twitter,holiday_special,8.783565039950373,1320,26,2
2023-01-05,twitter,brand_awareness,5.768116046910662,847,16,1
2023-01-05,twitter,retargeting,6.754214721373002,1413,28,3
2023-01-05,affiliate,new_user_promo,4.439770822016014,279,11,2
2023-01-05,affiliate,summer_sale,5.06541852356318,227,9,2
2023-01-05,affiliate,holiday_special,4.243144746186804,205,8,2
2023-01-05,affiliate,brand_awareness,4.5929030828374575,213,8,1
2023-01-05,affiliate,retargeting,5.6732053322999265,364,14,4
2023-01-06,google_ads,new_user_promo,18.43594343880004,733,25,4
2023-01-06,google_ads,summer_sale,25.57276786767049,843,29,5
2023-01-06,google_ads,holiday_special,17.890644181412082,679,23,4
2023-01-06,google_ads,brand_awareness,23.768552287325203,856,29,3
2023-01-06,google_ads,retargeting,22.032167012801633,994,34,8
2023-01-06,facebook,new_user_promo,13.671748604471384,1202,33,4
2023-01-06,facebook,summer_sale,10.184391679347973,850,23,3
2023-01-06,facebook,holiday_special,14.687911004750035,1146,32,5
2023-01-06,facebook,brand_awareness,17.528291005924384,1278,35,3
2023-01-06,facebook,retargeting,14.405412417305916,1374,38,7
2023-01-06,instagram,new_user_promo,13.792219855312581,2126,53,6
2023-01-06,instagram,summer_sale,13.456964523145707,1221,30,3
2023-01-06,instagram,holiday_special,10.871606009695622,848,21,2
2023-01-06,instagram,brand_awareness,12.294756893294048,1028,25,2
2023-01-06,instagram,retargeting,12.138939499713997,1657,41,6
2023-01-06,twitter,new_user_promo,7.314982408620081,1423,28,2
2023-01-06,twitter,summer_sale,8.380023121814721,1805,36,3
2023-01-06,twitter,holiday_special,8.775673454545903,1915,38,4
2023-01-06,twitter,brand_awareness,7.1230924244126195,999,19,1
2023-01-06,twitter,retargeting,7.436114665978216,2066,41,5
2023-01-06,affiliate,new_user_promo,4.721562969690739,319,12,2
2023-01-06,affiliate,summer_sale,4.537730966514572,203,8,1
2023-01-06,affiliate,holiday_special,4.994067741177667,254,10,2
2023-01-06,affiliate,brand_awareness,5.255697474181513,216,8,1
2023-01-06,affiliate,retargeting,5.213873240864815,321,12,3
2023-01-07,google_ads,new_user_promo,15.829405871559166,837,29,5
2023-01-07,google_ads,summer_sale,18.550123208842894,649,22,4
2023-01-07,google_ads,holiday_special,17.224197248774214,597,20,4
2023-01-07,google_ads,brand_awareness,19.46555858725126,689,24,2
2023-01-07,google_ads,retargeting,18.204579041471575,1008,35,8
2023-01-07,facebook,new_user_promo,12.060393037117127,879,24,3
2023-01-07,facebook,summer_sale,13.34640371793045,850,23,3
2023-01-07,facebook,holiday_special,13.938261543066982,907,25,4
2023-01-07,facebook,brand_awareness,13.169531060500642,824,23,2
2023-01-07,facebook,retargeting,12.728424270191232,1278,35,6
2023-01-07,instagram,new_user_promo,9.958680951773642,991,24,2
2023-01-07,instagram,summer_sale,9.056001517906713,617,15,1
2023-01-07,instagram,holiday_special,8.870777377150981,898,22,3
2023-01-07,instagram,brand_awareness,11.005260039616507,765,19,1
2023-01-07,instagram,retargeting,10.478583929147334,1151,28,4
2023-01-07,twitter,new_user_promo,5.910560813876895,1519,30,2
2023-01-07,twitter,summer_sale,5.9626679029310825,1171,23,2
2023-01-07,twitter,holiday_special,6.494865376488313,1077,21,2
2023-01-07,twitter,brand_awareness,5.429294809569363,848,16,1
2023-01-07,twitter,retargeting,6.162173134585028,1690,33,4
2023-01-07,affiliate,new_user_promo,3.620822638461463,214,8,1
2023-01-07,affiliate,summer_sale,4.041849825314126,220,8,1
2023-01-07,affiliate,holiday_special,3.759371189016333,168,6,1
2023-01-07,affiliate,brand_awareness,3.3739064515736588,174,6,1
2023-01-07,affiliate,retargeting,3.6617644716154776,265,10,2
2023-01-08,google_ads,new_user_promo,17.796908948840397,648,22,3
2023-01-08,google_ads,summer_sale,18.74061797977335,740,25,4
2023-01-08,google_ads,holiday_special,17.227451476770703,713,24,5
2023-01-08,google_ads,brand_awareness,17.22831979267067,584,20,2
2023-01-08,google_ads,retargeting,17.81729504935068,1155,40,9
2023-01-08,facebook,new_user_promo,12.969057346324734,889,24,3
2023-01-08,facebook,summer_sale,12.194679269025793,820,22,3
2023-01-08,facebook,holiday_special,13.17962957882192,908,25,4
2023-01-08,facebook,brand_awareness,12.605045525519694,758,21,2
2023-01-08,facebook,retargeting,12.449189710539656,1438,40,7
2023-01-08,instagram,new_user_promo,9.887188117077315,1001,25,3
2023-01-08,instagram,summer_sale,11.294278626866346,890,22,2
2023-01-08,instagram,holiday_special,11.986700506038797,1124,28,3
2023-01-08,instagram,brand_awareness,10.723384737587521,805,20,1
2023-01-08,instagram,retargeting,12.022819331392775,1825,45,7
2023-01-08,twitter,new_user_promo,5.420876937230007,1313,26,2
2023-01-08,twitter,summer_sale,4.660927461778306,894,17,1
2023-01-08,twitter,holiday_special,5.468568068779182,872,17,1
2023-01-08,twitter,brand_awareness,6.120052851418813,750,15,1
2023-01-08,twitter,retargeting,6.480250819310101,1782,35,4
2023-01-08,affiliate,new_user_promo,3.590762431029689,203,8,1
2023-01-08,affiliate,summer_sale,3.424346351202815,136,5,1
2023-01-08,affiliate,holiday_special,4.410518842147576,217,8,2
2023-01-08,affiliate,brand_awareness,3.26933870633127,119,4,1
2023-01-08,affiliate,retargeting,3.9000171569414332,217,8,2
2023-01-09,google_ads,new_user_promo,17.73230329514613,945,33,5
2023-01-09,google_ads,summer_sale,21.10695246241918,806,28,5
2023-01-09,google_ads,holiday_special,20.14643722455064,650,22,4
2023-01-09,google_ads,brand_awareness,18.843650053083294,625,21,2
2023-01-09,google_ads,retargeting,21.349664757310034,1013,35,8
2023-01-09,facebook,new_user_promo,16.140789542325727,1749,48,6
2023-01-09,facebook,summer_sale,12.756814263275091,767,21,3
2023-01-09,facebook,holiday_special,15.569240292024045,1127,31,5
2023-01-09,facebook,brand_awareness,17.405845442568186,1034,28,2
2023-01-09,facebook,retargeting,16.845516304753712,1627,45,8
2023-01-09,instagram,new_user_promo,14.538983799857741,1204,30,3
2023-01-09,instagram,summer_sale,11.754673355258104,925,23,2
2023-01-09,instagram,holiday_special,12.832781966623195,891,22,3
2023-01-09,instagram,brand_awareness,10.891599116013026,766,19,1
2023-01-09,instagram,retargeting,13.330703490996767,2708,67,10
2023-01-09,twitter,new_user_promo,6.377040418236262,2142,42,4
2023-01-09,twitter,summer_sale,7.038018070429143,1134,22,2
2023-01-09,twitter,holiday_special,8.319513045899594,1341,26,2
2023-01-09,twitter,brand_awareness,8.410834257618689,1514,30,1
2023-01-09,twitter,retargeting,6.000841194548601,1481,29,3
2023-01-09,affiliate,new_user_promo,5.007111010995392,310,12,2
2023-01-09,affiliate,summer_sale,3.825014220254745,195,7,1
2023-01-09,affiliate,holiday_special,4.1929133367428655,178,7,1
2023-01-09,affiliate,brand_awareness,4.998688469350809,241,9,1
2023-01-09,affiliate,retargeting,4.574135404243129,403,16,4
2023-01-10,google_ads,new_user_promo,20.96366327424564,829,29,5
2023-01-10,google_ads,summer_sale,19.01641354608666,676,23,4
2023-01-10,google_ads,holiday_special,19.977264750282796,798,27,5
2023-01-10,google_ads,brand_awareness,20.87010033653422,791,27,3
2023-01-10,google_ads,retargeting,19.92791790378814,1436,50,12
2023-01-10,facebook,new_user_promo,18.02903787151785,1559,43,6
2023-01-10,facebook,summer_sale,14.014112248230353,968,27,4
2023-01-10,facebook,holiday_special,14.899231705945327,1001,28,4
2023-01-10,facebook,brand_awareness,15.993949821983245,882,24,2
2023-01-10,facebook,retargeting,14.26910785976496,1576,44,8
2023-01-10,instagram,new_user_promo,11.723225351378842,2358,58,6
2023-01-10,instagram,summer_sale,10.228262829130514,763,19,2
2023-01-10,instagram,holiday_special,14.037769298467303,1213,30,4
2023-01-10,instagram,brand_awareness,12.749822092450788,941,23,1
2023-01-10,instagram,retargeting,15.766322070466591,1583,39,6
2023-01-10,twitter,new_user_promo,7.140355495476926,1857,37,3
2023-01-10,twitter,summer_sale,6.070953894389044,1047,20,2
2023-01-10,twitter,holiday_special,6.685817543136833,1335,26,2
2023-01-10,twitter,brand_awareness,6.765218516602666,1168,23,1
2023-01-10,twitter,retargeting,8.45316545660043,1760,35,4
2023-01-10,affiliate,new_user_promo,4.818073466104865,235,9,1
2023-01-10,affiliate,summer_sale,4.859224170262962,280,11,2
2023-01-10,affiliate,holiday_special,5.5563557194505755,239,9,2
2023-01-10,affiliate,brand_awareness,4.321766237913819,189,7,1
2023-01-10,affiliate,retargeting,4.3997018832994055,422,16,4
2023-01-11,google_ads,new_user_promo,23.049744415340722,787,27,4
2023-01-11,google_ads,summer_sale,18.145487583997976,640,22,4
2023-01-11,google_ads,holiday_special,19.723301977469024,749,26,5
2023-01-11,google_ads,brand_awareness,19.8461826803728,732,25,3
2023-01-11,google_ads,retargeting,21.198251105527444,1375,48,11
2023-01-11,facebook,new_user_promo,15.476030833366883,1358,38,5
2023-01-11,facebook,summer_sale,14.70843444992733,1204,33,5
2023-01-11,facebook,holiday_special,14.199385666266897,842,23,3
2023-01-11,facebook,brand_awareness,15.823299871762767,1081,30,2
2023-01-11,facebook,retargeting,15.218171967085137,1297,36,6
2023-01-11,instagram,new_user_promo,10.042360757004374,1009,25,3
2023-01-11,instagram,summer_sale,11.256015194695419,938,23,2
2023-01-11,instagram,holiday_special,11.13470129074327,1259,31,4
2023-01-11,instagram,brand_awareness,10.092825554332627,771,19,1
2023-01-11,instagram,retargeting,12.36788465960946,1927,48,7
2023-01-11,twitter,new_user_promo,7.694762764704731,2346,46,4
2023-01-11,twitter,summer_sale,7.185082008649613,1540,30,3
2023-01-11,twitter,holiday_special,6.761411691891041,1093,21,2
2023-01-11,twitter,brand_awareness,6.610550333054895,1041,20,1
2023-01-11,twitter,retargeting,7.96071589488387,2190,43,5
2023-01-11,affiliate,new_user_promo,5.224881675954699,403,16,3
2023-01-11,affiliate,summer_sale,5.0773850282550415,211,8,1
2023-01-11,affiliate,holiday_special,3.630111145144102,188,7,1
2023-01-11,affiliate,brand_awareness,5.100177244887056,223,8,1
2023-01-11,affiliate,retargeting,5.0008812978447965,394,15,4
2023-01-12,google_ads,new_user_promo,21.278559277682557,1032,36,6
2023-01-12,google_ads,summer_sale,23.5594306506248,870,30,5
2023-01-12,google_ads,holiday_special,21.80809328711755,819,28,5
2023-01-12,google_ads,brand_awareness,20.067241664285426,694,24,2
2023-01-12,google_ads,retargeting,21.928022327756956,1279,44,10
2023-01-12,facebook,new_user_promo,15.505140195323364,989,27,3
2023-01-12,facebook,summer_sale,16.381146813390224,1223,34,5
2023-01-12,facebook,holiday_special,16.87854152654841,1164,32,5
2023-01-12,facebook,brand_awareness,11.997346590827892,823,23,2
2023-01-12,facebook,retargeting,12.249491625851451,1288,36,6
2023-01-12,instagram,new_user_promo,12.076997498201106,1012,25,3
2023-01-12,instagram,summer_sale,12.448898751934884,1172,29,3
2023-01-12,instagram,holiday_special,13.054625906084208,1605,40,5
2023-01-12,instagram,brand_awareness,12.338823028952794,859,21,1
2023-01-12,instagram,retargeting,10.272389183169507,1027,25,4
2023-01-12,twitter,new_user_promo,7.477706990626097,1748,34,3
2023-01-12,twitter,summer_sale,7.690560034663177,1032,20,2
2023-01-12,twitter,holiday_special,7.364418332425871,1161,23,2
2023-01-12,twitter,brand_awareness,6.900626637044865,1154,23,1
2023-01-12,twitter,retargeting,7.833448371418304,2296,45,5
2023-01-12,affiliate,new_user_promo,4.856426459590721,327,13,2
2023-01-12,affiliate,summer_sale,5.052877943373604,243,9,2
2023-01-12,affiliate,holiday_special,5.322211041614769,264,10,2
2023-01-12,affiliate,brand_awareness,4.691786332570868,227,9,1
2023-01-12,affiliate,retargeting,4.607683249935903,297,11,3
2023-01-13,google_ads,new_user_promo,22.69282530086828,1304,45,8
2023-01-13,google_ads,summer_sale,22.930401530085913,723,25,4
2023-01-13,google_ads,holiday_special,21.968068152006165,606,21,4
2023-01-13,google_ads,brand_awareness,19.46351319641164,763,26,3
2023-01-13,google_ads,retargeting,17.343521666695086,688,24,5
2023-01-13,facebook,new_user_promo,16.05452359176639,1410,39,5
2023-01-13,facebook,summer_sale,15.490363683495621,1315,36,5
2023-01-13,facebook,holiday_special,18.75387284599796,1203,33,5
2023-01-13,facebook,brand_awareness,15.233334622007375,843,23,2
2023-01-13,facebook,retargeting,15.793301582069022,1480,41,7
2023-01-13,instagram,new_user_promo,11.10189380713442,1129,28,3
2023-01-13,instagram,summer_sale,14.323536379312372,1072,26,3
2023-01-13,instagram,holiday_special,13.975348262250234,1258,31,4
2023-01-13,instagram,brand_awareness,10.861846244071849,849,21,1
2023-01-13,instagram,retargeting,12.121969757279524,1222,30,4
2023-01-13,twitter,new_user_promo,6.008737911658323,1030,20,1
2023-01-13,twitter,summer_sale,7.11859154732917,1345,26,2
2023-01-13,twitter,holiday_special,6.500834095702235,1348,26,2
2023-01-13,twitter,brand_awareness,7.828265847029988,1165,23,1
2023-01-13,twitter,retargeting,6.299863897173594,2058,41,5
2023-01-13,affiliate,new_user_promo,4.660005186095719,221,8,1
2023-01-13,affiliate,summer_sale,4.696744992219194,303,12,2
2023-01-13,affiliate,holiday_special,4.703422522522943,225,9,2
2023-01-13,affiliate,brand_awareness,3.5215012351843384,151,6,1
2023-01-13,affiliate,retargeting,4.710563075844584,287,11,3
2023-01-14,google_ads,new_user_promo,20.451622848809777,786,27,4
2023-01-14,google_ads,summer_sale,16.796164725891664,787,27,5
2023-01-14,google_ads,holiday_special,21.701963496020312,758,26,5
2023-01-14,google_ads,brand_awareness,17.284316312068924,564,19,2
2023-01-14,google_ads,retargeting,17.60217369666781,962,33,7
2023-01-14,facebook,new_user_promo,11.621512594257243,1118,31,4
2023-01-14,facebook,summer_sale,12.288386379185757,948,26,4
2023-01-14,facebook,holiday_special,11.449916158343223,736,20,3
2023-01-14,facebook,brand_awareness,12.014411649755111,612,17,1
2023-01-14,facebook,retargeting,9.060448181433273,729,20,3
2023-01-14,instagram,new_user_promo,11.092029230956568,2064,51,6
2023-01-14,instagram,summer_sale,9.52502045515363,920,23,2
2023-01-14,instagram,holiday_special,8.47478298603174,796,19,2
2023-01-14,instagram,brand_awareness,8.767651220910418,545,13,1
2023-01-14,instagram,retargeting,10.785874579542703,1054,26,4
2023-01-14,twitter,new_user_promo,6.34487990639271,1712,34,3
2023-01-14,twitter,summer_sale,5.60740718488649,930,18,1
2023-01-14,twitter,holiday_special,5.194576419943397,773,15,1
2023-01-14,twitter,brand_awareness,5.775588257528337,908,18,1
2023-01-14,twitter,retargeting,6.338540693512204,1423,28,3
2023-01-14,affiliate,new_user_promo,3.8027969099234316,194,7,1
2023-01-14,affiliate,summer_sale,3.5187037830838763,163,6,1
2023-01-14,affiliate,holiday_special,4.179196112732733,201,8,2
2023-01-14,affiliate,brand_awareness,4.073871658090042,205,8,1
2023-01-14,affiliate,retargeting,4.309753125385736,310,12,3
2023-01-15,google_ads,new_user_promo,16.358039718008236,637,22,3
2023-01-15,google_ads,summer_sale,16.04455746563853,799,27,5
2023-01-15,google_ads,holiday_special,14.573489371725868,471,16,3
2023-01-15,google_ads,brand_awareness,15.050217829937925,395,13,1
2023-01-15,google_ads,retargeting,13.666806775433578,525,18,4
2023-01-15,facebook,new_user_promo,12.58892564449638,1114,31,4
2023-01-15,facebook,summer_sale,11.656949071057461,785,21,3
2023-01-15,facebook,holiday_special,12.282368175092653,700,19,3
2023-01-15,facebook,brand_awareness,12.469595731227173,737,20,1
2023-01-15,facebook,retargeting,11.880478094530863,1176,32,6
2023-01-15,instagram,new_user_promo,10.166599004934636,1692,42,5
2023-01-15,instagram,summer_sale,8.533296569977928,693,17,2
2023-01-15,instagram,holiday_special,10.031538514317972,859,21,2
2023-01-15,instagram,brand_awareness,9.8811951120645,726,18,1
2023-01-15,instagram,retargeting,9.330647986544193,1405,35,5
2023-01-15,twitter,new_user_promo,6.033705685208491,1577,31,2
2023-01-15,twitter,summer_sale,6.159404370505003,1442,28,2
2023-01-15,twitter,holiday_special,6.526842788115998,1000,20,2
2023-01-15,twitter,brand_awareness,6.069321705785746,815,16,1
2023-01-15,twitter,retargeting,6.903404054805252,1406,28,3
2023-01-15,affiliate,new_user_promo,3.218942769008885,257,10,2
2023-01-15,affiliate,summer_sale,3.6987017118132117,186,7,1
2023-01-15,affiliate,holiday_special,4.149432599856312,212,8,2
2023-01-15,affiliate,brand_awareness,4.018888805711505,189,7,1
2023-01-15,affiliate,retargeting,3.703949140737423,357,14,4
2023-01-16,google_ads,new_user_promo,19.148247672587956,1228,42,7
2023-01-16,google_ads,summer_sale,19.037198890979326,625,21,4
2023-01-16,google_ads,holiday_special,19.09304891945042,484,16,3
2023-01-16,google_ads,brand_awareness,22.136588448433656,702,24,2
2023-01-16,google_ads,retargeting,19.28510824454922,882,30,7
2023-01-16,facebook,new_user_promo,14.201093686491028,1209,33,4
2023-01-16,facebook,summer_sale,18.926154783692706,1366,38,5
2023-01-16,facebook,holiday_special,16.800274875224993,1208,33,5
2023-01-16,facebook,brand_awareness,15.015770767744305,744,20,1
2023-01-16,facebook,retargeting,14.123748269086928,1018,28,5
2023-01-16,instagram,new_user_promo,12.907974935891534,1610,40,4
2023-01-16,instagram,summer_sale,12.817149055299808,1009,25,3
2023-01-16,instagram,holiday_special,12.804373653083745,1383,34,4
2023-01-16,instagram,brand_awareness,11.178245596265914,889,22,1
2023-01-16,instagram,retargeting,11.965066551221865,1316,32,5
2023-01-16,twitter,new_user_promo,7.361405655469532,2079,41,3
2023-01-16,twitter,summer_sale,7.507869130590615,1226,24,2
2023-01-16,twitter,holiday_special,7.637766241791218,1089,21,2
2023-01-16,twitter,brand_awareness,7.836042325481948,1115,22,1
2023-01-16,twitter,retargeting,7.182126718287445,2595,51,6
2023-01-16,affiliate,new_user_promo,5.0290761823762615,299,11,2
2023-01-16,affiliate,summer_sale,4.952870891359962,307,12,2
2023-01-16,affiliate,holiday_special,4.300641229830537,174,6,1
2023-01-16,affiliate,brand_awareness,4.802844638140353,189,7,1
2023-01-16,affiliate,retargeting,4.83557269643551,333,13,3
2023-01-17,google_ads,new_user_promo,23.075283645483612,1208,42,7
2023-01-17,google_ads,summer_sale,21.298665748615225,885,30,5
2023-01-17,google_ads,holiday_special,20.179281931170184,745,26,5
2023-01-17,google_ads,brand_awareness,21.564501381254683,751,26,3
2023-01-17,google_ads,retargeting,23.74501977175784,1568,54,12
2023-01-17,facebook,new_user_promo,14.786905741674666,1394,39,5
2023-01-17,facebook,summer_sale,17.248870784642612,1194,33,5
2023-01-17,facebook,holiday_special,16.623327388240412,1348,37,6
2023-01-17,facebook,brand_awareness,15.470897660898885,841,23,2
2023-01-17,facebook,retargeting,15.192482723565709,1228,34,6
2023-01-17,instagram,new_user_promo,11.431213923166677,996,24,2
2023-01-17,instagram,summer_sale,14.826068970938277,1430,35,4
2023-01-17,instagram,holiday_special,11.517750385160715,791,19,2
2023-01-17,instagram,brand_awareness,13.958936285264423,1155,28,2
2023-01-17,instagram,retargeting,11.548267946514585,1538,38,6
2023-01-17,twitter,new_user_promo,6.260452233114934,1616,32,3
2023-01-17,twitter,summer_sale,6.506594075554669,1296,25,2
2023-01-17,twitter,holiday_special,7.207789560903808,1138,22,2
2023-01-17,twitter,brand_awareness,8.35433460302169,1426,28,1
2023-01-17,twitter,retargeting,7.944824967665256,2024,40,5
2023-01-17,affiliate,new_user_promo,4.798066813975813,264,10,2
2023-01-17,affiliate,summer_sale,4.28055047727407,204,8,1
2023-01-17,affiliate,holiday_special,4.902179694919173,212,8,2
2023-01-17,affiliate,brand_awareness,4.961352551582949,162,6,1
2023-01-17,affiliate,retargeting,4.514404829511695,350,14,4
2023-01-18,google_ads,new_user_promo,19.781319985350496,1044,36,6
2023-01-18,google_ads,summer_sale,19.751265512257483,637,22,4
2023-01-18,google_ads,holiday_special,24.092570605348463,928,32,6
2023-01-18,google_ads,brand_awareness,19.339962215643133,591,20,2
2023-01-18,google_ads,retargeting,19.930926728503156,924,32,7
2023-01-18,facebook,new_user_promo,15.374267565666344,1822,51,7
2023-01-18,facebook,summer_sale,17.40035030337407,985,27,4
2023-01-18,facebook,holiday_special,14.145112932146818,972,27,4
2023-01-18,facebook,brand_awareness,15.499249218900543,897,25,2
